gameid,team,model_prob_1,Actual_winning_team,Model_winning_team,team2,date,year,round,venue,starttime,win_loss,home_away,team_score,rainfall,team_points,opposing_team_score,win_loss_margin,win_loss_margin_percent,disposals,kicks,marks,handballs,goals,behinds,hitouts,tackles,rebounds,inside50s,clearances,clangers,frees,frees_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside50,one_percenters,bounces,goal_assists
2020R302,Western Bulldogs,0.3849142015610337,Western Bulldogs,Greater Western Sydney,Greater Western Sydney,2020-06-19,2020,R3,Docklands,19:50:00,1,1,77.0,1.4,8,87.8,-10.8,-41.0,344.4,189.6,74.4,154.8,11.4,7.6,25.2,60.0,36.0,43.6,33.8,50.0,19.0,17.0,125.4,213.8,10.0,9.2,49.4,6.6,7.0
2020R302,Greater Western Sydney,0.6077421336123096,Western Bulldogs,Greater Western Sydney,Western Bulldogs,2020-06-19,2020,R3,Docklands,19:50:00,0,0,71.8,1.6,12,74.8,-3.0,-46.4,322.2,200.2,74.4,122.0,10.4,8.0,29.2,62.6,34.6,48.4,40.4,54.4,18.4,23.0,132.6,186.2,7.8,8.8,52.0,3.4,7.2
2020R303,Sydney,0.4232041938685569,Sydney,North Melbourne,North Melbourne,2020-06-20,2020,R3,Docklands,13:45:00,1,0,81.4,3.44,12,71.8,9.6,21.6,337.8,204.6,81.0,133.2,12.2,7.4,26.0,65.2,41.4,43.6,37.0,56.2,19.0,20.8,136.4,193.0,11.0,11.4,42.4,4.4,8.0
2020R303,North Melbourne,0.5692332297611642,Sydney,North Melbourne,Sydney,2020-06-20,2020,R3,Docklands,13:45:00,0,1,76.4,3.44,16,64.8,11.6,-40.4,361.8,190.4,71.6,171.4,11.2,7.6,36.0,55.4,36.8,48.0,35.0,49.2,20.8,15.2,138.4,218.0,10.6,10.6,44.2,6.4,9.0
2020R304,St Kilda,0.487374990548134,Collingwood,Collingwood,Collingwood,2020-06-20,2020,R3,M.C.G.,16:35:00,0,0,69.2,3.3600000000000003,8,72.2,-3.0,-1.0,347.8,203.2,82.8,144.6,9.8,8.8,33.0,61.2,37.4,48.0,34.2,48.4,19.8,17.0,134.4,206.8,10.0,11.4,45.2,3.8,7.4
2020R304,Collingwood,0.5049000147710373,Collingwood,Collingwood,St Kilda,2020-06-20,2020,R3,M.C.G.,16:35:00,1,1,62.2,0.64,14,48.4,13.8,36.4,364.8,210.6,96.0,154.2,8.8,6.8,49.4,64.6,32.6,45.2,34.2,52.8,18.0,14.6,135.2,224.8,10.6,9.8,45.2,5.4,5.4
2020R305,Geelong,0.5734483895735902,Carlton,Geelong,Carlton,2020-06-20,2020,R3,Kardinia Park,19:40:00,0,1,77.2,0.6,8,73.2,4.0,13.2,335.6,201.4,85.2,134.2,11.4,7.0,27.0,52.4,33.0,51.2,35.0,53.6,17.8,20.0,139.0,195.8,12.0,9.8,43.6,3.0,8.2
2020R305,Carlton,0.419008563623704,Carlton,Geelong,Geelong,2020-06-20,2020,R3,Kardinia Park,19:40:00,1,0,63.6,2.16,4,85.8,-22.2,-38.0,326.0,207.8,73.4,118.2,8.8,9.2,34.6,57.6,38.4,50.2,35.6,55.0,18.6,19.8,137.4,176.8,10.6,9.0,47.4,6.0,5.0
2020R306,West Coast,0.4285208124813718,Brisbane Lions,Brisbane Lions,Brisbane Lions,2020-06-20,2020,R3,Gabba,19:40:00,0,0,75.0,0.04,8,79.0,-4.0,-7.8,334.8,219.4,101.8,115.4,10.8,8.6,36.0,47.2,37.2,49.2,33.6,45.8,15.8,14.2,121.4,210.6,10.2,9.2,52.4,6.2,7.2
2020R306,Brisbane Lions,0.5638934375156687,Brisbane Lions,Brisbane Lions,West Coast,2020-06-20,2020,R3,Gabba,19:40:00,1,1,68.6,0.27999999999999997,4,87.2,-18.6,-30.6,330.8,207.0,80.0,123.8,9.6,8.8,36.6,57.2,32.8,52.8,39.4,55.6,21.0,20.2,141.8,188.2,12.2,9.8,47.4,3.6,7.4
2020R307,Adelaide,0.3267669185837112,Gold Coast,Gold Coast,Gold Coast,2020-06-21,2020,R3,Carrara,15:05:00,0,0,64.2,0.27999999999999997,0,101.8,-37.6,-81.6,331.0,183.4,71.6,147.6,9.4,5.6,38.4,53.4,39.0,40.8,33.8,47.6,17.2,15.6,131.6,194.8,11.0,8.2,41.0,3.0,7.0
2020R307,Gold Coast,0.6663971019684931,Gold Coast,Gold Coast,Adelaide,2020-06-21,2020,R3,Carrara,15:05:00,1,1,55.0,0.02,4,102.2,-47.2,-103.0,325.6,198.4,73.8,127.2,8.0,5.4,47.4,53.6,41.2,41.4,38.2,57.6,19.8,17.0,133.6,186.2,7.4,7.2,47.6,2.6,5.8
2020R308,Port Adelaide,0.8190376467747669,Port Adelaide,Port Adelaide,Fremantle,2020-06-21,2020,R3,Carrara,20:10:00,1,0,91.4,2.08,16,66.2,25.2,75.2,364.8,214.6,86.0,150.2,13.0,10.4,39.4,62.6,28.2,57.0,34.8,47.8,18.4,16.4,138.6,222.6,11.6,13.4,45.6,2.0,8.4
2020R308,Fremantle,0.1764261104459499,Port Adelaide,Port Adelaide,Port Adelaide,2020-06-21,2020,R3,Carrara,20:10:00,0,1,63.4,6.76,0,82.6,-19.2,-30.8,340.2,191.2,78.4,149.0,9.0,7.4,38.6,47.4,36.6,44.4,34.8,49.8,18.0,14.2,134.0,206.0,12.0,10.2,53.0,3.0,6.6
2020R401,Sydney,0.6883910491394538,Western Bulldogs,Sydney,Western Bulldogs,2020-06-25,2020,R4,S.C.G.,19:40:00,0,1,84.4,2.68,16,63.2,21.2,42.0,320.2,195.4,78.8,124.8,12.8,6.6,25.8,61.0,36.8,44.4,35.6,50.4,19.6,20.2,128.6,181.8,11.2,10.2,38.4,3.2,8.4
2020R401,Western Bulldogs,0.3050173734370785,Western Bulldogs,Sydney,Sydney,2020-06-25,2020,R4,S.C.G.,19:40:00,1,0,63.2,1.4,8,81.4,-18.2,-45.2,327.2,179.6,74.4,147.6,9.2,7.0,22.2,55.0,34.8,39.8,29.4,50.6,20.8,19.2,117.0,207.6,8.6,8.0,47.6,7.0,5.4
2020R402,Greater Western Sydney,0.3399902330313456,Greater Western Sydney,Collingwood,Collingwood,2020-06-26,2020,R4,Sydney Showground,19:50:00,1,1,55.8,1.52,8,75.2,-19.4,-82.0,297.2,188.4,79.4,108.8,8.0,6.2,25.6,58.2,36.2,39.0,35.8,50.4,16.0,21.4,119.6,174.0,8.2,8.2,48.0,3.2,5.8
2020R402,Collingwood,0.6530397215934304,Greater Western Sydney,Collingwood,Greater Western Sydney,2020-06-26,2020,R4,Sydney Showground,19:50:00,0,0,63.2,1.04,14,42.8,20.4,56.8,350.2,204.0,94.0,146.2,9.2,6.6,48.0,65.0,32.6,42.0,34.0,51.0,18.2,16.0,129.6,216.4,11.0,8.4,46.2,3.0,5.4
2020R403,West Coast,0.2244268471639259,Port Adelaide,Port Adelaide,Port Adelaide,2020-06-27,2020,R4,Carrara,13:45:00,0,0,70.4,0.36,8,72.8,-2.4,-10.0,308.0,204.4,88.4,103.6,10.2,6.8,39.2,46.4,37.0,45.4,30.8,47.6,16.4,16.0,118.4,186.0,9.8,8.4,50.2,5.6,7.2
2020R403,Port Adelaide,0.7701471739389354,Port Adelaide,Port Adelaide,West Coast,2020-06-27,2020,R4,Carrara,13:45:00,1,1,84.8,0.9199999999999999,16,63.2,21.6,72.6,341.6,203.6,81.0,138.0,12.0,10.0,38.4,57.8,28.0,54.4,34.2,50.4,16.2,17.6,133.8,206.2,10.2,14.2,50.2,1.6,8.6
2020R404,St Kilda,0.3444694372155957,St Kilda,Richmond,Richmond,2020-06-27,2020,R4,Docklands,16:35:00,1,1,62.2,2.4,4,74.6,-12.4,-25.6,329.4,193.6,80.0,135.8,8.8,8.2,35.2,57.2,35.0,43.4,31.6,46.2,20.0,17.2,126.2,198.2,8.8,10.2,44.6,3.8,6.2
2020R404,Richmond,0.648517592108718,St Kilda,Richmond,St Kilda,2020-06-27,2020,R4,Docklands,16:35:00,0,0,75.8,0.0,14,55.8,20.0,66.6,305.4,184.4,80.0,121.0,11.0,7.4,30.4,52.4,34.0,50.0,29.0,50.8,19.0,17.6,121.4,182.8,11.6,12.0,44.4,9.0,8.6
2020R405,Essendon,0.3958970087044955,Carlton,Carlton,Carlton,2020-06-27,2020,R4,M.C.G.,19:40:00,0,1,71.0,7.6,12,75.4,-4.4,-6.0,341.4,200.2,85.6,141.2,10.6,5.8,22.0,57.0,41.4,42.8,30.2,48.2,13.4,18.4,119.4,213.4,9.8,7.6,49.4,11.8,6.6
2020R405,Carlton,0.5966871829833713,Carlton,Carlton,Essendon,2020-06-27,2020,R4,M.C.G.,19:40:00,1,0,70.4,1.04,8,86.6,-16.2,-25.0,302.6,196.6,76.0,106.0,10.0,8.8,32.8,50.6,35.4,49.0,33.0,50.0,17.6,18.6,125.2,169.4,10.8,10.8,47.8,5.6,6.8
2020R406,Gold Coast,0.6971138480330648,Gold Coast,Gold Coast,Fremantle,2020-06-27,2020,R4,Carrara,19:40:00,1,1,60.8,0.02,8,79.2,-18.4,-32.0,330.2,200.4,79.0,129.8,8.8,6.4,41.4,56.6,38.0,44.4,37.4,58.0,18.8,18.2,131.8,194.2,7.6,8.2,44.4,3.0,5.8
2020R406,Fremantle,0.296399644033221,Gold Coast,Gold Coast,Gold Coast,2020-06-27,2020,R4,Carrara,19:40:00,0,0,57.8,5.4,0,82.2,-24.4,-44.2,321.2,184.8,75.0,136.4,8.2,7.0,31.0,45.0,36.2,41.0,31.6,49.6,18.2,13.6,128.8,190.4,11.6,9.8,47.2,3.0,5.8
2020R407,Adelaide,0.1309012535905702,Brisbane Lions,Brisbane Lions,Brisbane Lions,2020-06-28,2020,R4,Gabba,13:05:00,0,0,54.0,0.27999999999999997,0,100.2,-46.2,-115.6,304.0,166.6,61.2,137.4,7.8,5.4,38.4,52.8,37.8,38.2,31.8,47.8,18.4,16.0,125.6,173.8,10.2,7.0,38.4,3.0,5.2
2020R407,Brisbane Lions,0.8655419297221612,Brisbane Lions,Brisbane Lions,Adelaide,2020-06-28,2020,R4,Gabba,13:05:00,1,1,72.4,0.4,8,79.6,-7.2,-7.2,312.2,201.0,75.2,111.2,10.0,10.6,34.4,54.2,31.4,52.8,37.4,53.6,20.6,19.6,139.4,169.2,10.4,9.8,52.6,2.0,7.2
2020R408,Geelong,0.5665443334664138,Geelong,Geelong,Melbourne,2020-06-28,2020,R4,M.C.G.,15:35:00,1,0,82.4,0.24,8,76.8,5.6,16.6,325.2,196.0,80.8,129.2,12.2,7.0,26.0,48.4,31.0,49.8,34.2,51.2,17.4,20.0,131.2,193.2,9.6,10.6,40.4,3.2,8.4
2020R408,Melbourne,0.4258812019872543,Geelong,Geelong,Geelong,2020-06-28,2020,R4,M.C.G.,15:35:00,0,1,56.6,1.04,4,76.8,-20.2,-43.0,343.8,195.8,82.6,148.0,7.8,8.8,38.2,57.0,33.0,46.8,35.0,51.4,18.0,14.8,133.8,208.8,9.0,10.4,44.2,1.4,5.8
2020R409,Hawthorn,0.4249486579575237,Hawthorn,North Melbourne,North Melbourne,2020-06-28,2020,R4,Docklands,18:10:00,1,1,86.2,0.1,16,64.8,21.4,40.0,320.0,191.4,77.2,128.6,13.2,5.2,35.2,51.0,36.4,48.8,26.8,48.0,16.0,17.8,127.2,188.4,10.4,10.2,45.0,2.8,9.6
2020R409,North Melbourne,0.5674809681580018,Hawthorn,North Melbourne,Hawthorn,2020-06-28,2020,R4,Docklands,18:10:00,0,0,85.6,2.72,16,65.2,20.4,34.6,350.4,180.6,66.6,169.8,12.6,8.6,34.0,52.0,32.6,49.0,36.0,47.0,21.4,14.8,136.8,211.2,9.8,12.2,44.6,7.2,9.8
2020R501,St Kilda,0.4013522071150462,St Kilda,Carlton,Carlton,2020-07-02,2020,R5,Docklands,19:40:00,1,0,67.2,1.6,8,72.4,-5.2,-14.8,320.0,187.8,80.2,132.2,9.8,7.2,34.2,54.8,31.6,40.2,29.2,47.8,18.8,17.4,121.2,192.8,9.2,10.0,39.4,2.2,6.6
2020R501,Carlton,0.5911989489577101,St Kilda,Carlton,St Kilda,2020-07-02,2020,R5,Docklands,19:40:00,0,1,65.2,0.24,8,83.2,-18.0,-27.6,294.8,193.2,73.0,101.6,9.2,8.4,32.2,45.4,32.2,47.2,33.6,50.8,17.4,17.0,121.0,165.8,8.4,10.8,45.0,3.8,5.6
2020R502,Collingwood,0.645429396445216,Essendon,Collingwood,Essendon,2020-07-03,2020,R5,M.C.G.,19:50:00,0,1,63.8,0.44000000000000006,10,45.8,18.0,52.2,331.6,191.4,83.8,140.2,9.2,7.2,49.4,58.8,30.0,43.0,32.6,49.8,19.8,15.8,127.8,199.0,10.8,8.8,41.4,2.4,5.6
2020R502,Essendon,0.3475290351556493,Essendon,Collingwood,Collingwood,2020-07-03,2020,R5,M.C.G.,19:50:00,1,0,63.8,2.2800000000000002,8,74.8,-11.0,-18.0,322.8,190.0,77.6,132.8,9.6,4.4,25.0,54.4,39.4,40.0,28.8,48.4,14.2,16.4,117.0,196.6,8.6,6.6,47.4,11.4,6.0
2020R503,Sydney,0.5652890177835882,West Coast,Sydney,West Coast,2020-07-04,2020,R5,Carrara,13:45:00,0,0,73.2,2.8,12,68.2,5.0,2.4,305.2,188.0,76.6,117.2,10.8,7.2,31.0,56.6,33.6,43.8,33.4,46.6,18.8,18.4,120.8,174.0,10.0,9.8,36.4,3.0,7.4
2020R503,West Coast,0.4271311197028284,West Coast,Sydney,Sydney,2020-07-04,2020,R5,Carrara,13:45:00,1,1,65.0,0.36,8,73.0,-8.0,-27.6,302.8,197.6,84.2,105.2,9.4,6.4,37.8,44.2,35.0,43.6,31.6,47.4,13.4,15.6,116.2,181.6,9.4,8.6,52.2,4.8,6.2
2020R504,Geelong,0.428150075522427,Geelong,Gold Coast,Gold Coast,2020-07-04,2020,R5,Kardinia Park,16:35:00,1,1,74.2,0.24,8,72.0,2.2,12.2,314.0,193.2,83.6,120.8,11.0,6.4,28.8,46.6,31.8,45.4,32.6,48.8,17.2,18.8,122.6,189.4,7.8,9.0,40.6,2.6,8.6
2020R504,Gold Coast,0.56426573336529,Geelong,Gold Coast,Geelong,2020-07-04,2020,R5,Kardinia Park,16:35:00,0,0,64.0,0.0,12,65.8,-1.8,2.2,311.0,193.6,76.4,117.4,9.4,5.8,40.6,52.2,33.4,47.4,35.8,57.2,18.2,19.2,125.6,181.0,8.6,8.6,43.0,2.8,6.6
2020R505,North Melbourne,0.7061931836648555,Western Bulldogs,North Melbourne,Western Bulldogs,2020-07-04,2020,R5,Docklands,19:40:00,0,0,67.6,1.9200000000000004,12,65.2,2.4,3.6,313.4,169.6,60.0,143.8,9.8,7.6,34.6,53.0,33.4,42.8,35.6,45.8,21.2,13.8,130.0,180.2,9.0,9.8,40.8,5.0,7.0
2020R505,Western Bulldogs,0.2874345767331832,Western Bulldogs,North Melbourne,North Melbourne,2020-07-04,2020,R5,Docklands,19:40:00,1,1,52.4,1.44,8,71.8,-19.4,-38.6,303.6,165.4,66.4,138.2,7.6,6.0,19.8,52.2,34.8,36.8,27.4,50.0,20.6,19.4,114.2,185.6,9.8,7.4,42.4,6.0,3.6
2020R506,Brisbane Lions,0.3615409039922578,Brisbane Lions,Port Adelaide,Port Adelaide,2020-07-04,2020,R5,Gabba,19:40:00,1,1,76.0,0.4800000000000001,12,66.4,9.6,23.2,298.4,194.6,71.8,103.8,10.4,12.0,32.4,56.6,28.4,52.0,34.8,47.8,19.6,18.6,134.2,157.0,11.0,11.0,50.0,2.2,7.4
2020R506,Port Adelaide,0.6312940545977825,Brisbane Lions,Port Adelaide,Brisbane Lions,2020-07-04,2020,R5,Gabba,19:40:00,0,0,91.0,0.12,20,42.6,48.4,125.6,341.4,209.2,87.6,132.2,13.0,10.4,34.8,57.4,26.2,55.8,33.8,48.0,15.8,15.2,132.4,207.2,11.4,15.0,46.6,1.8,8.8
2020R507,Adelaide,0.4660079699541278,Fremantle,Fremantle,Fremantle,2020-07-05,2020,R5,Carrara,13:05:00,0,1,53.6,0.36,0,94.0,-40.4,-104.0,281.4,159.0,56.4,122.4,8.0,3.8,37.8,56.0,39.4,36.2,29.6,49.4,17.4,18.2,118.2,155.0,8.6,6.4,37.2,2.8,5.4
2020R507,Fremantle,0.5262927468358971,Fremantle,Fremantle,Adelaide,2020-07-05,2020,R5,Carrara,13:05:00,1,0,57.0,0.08,0,77.6,-20.6,-37.6,288.2,170.6,71.6,117.6,8.4,5.6,23.0,44.2,37.4,35.4,27.4,48.6,17.6,14.6,115.8,167.6,11.8,8.6,39.0,2.4,5.0
2020R508,Richmond,0.5015007575747451,Richmond,Richmond,Melbourne,2020-07-05,2020,R5,M.C.G.,15:35:00,1,0,72.2,0.0,10,61.2,11.0,53.0,305.8,175.0,76.0,130.8,10.6,6.6,28.8,50.6,30.2,46.6,28.8,51.0,18.2,17.0,120.2,185.8,9.8,10.0,42.6,7.0,8.0
2020R508,Melbourne,0.4907727637181833,Richmond,Richmond,Richmond,2020-07-05,2020,R5,M.C.G.,15:35:00,0,1,54.8,0.08,4,72.2,-17.4,-38.0,326.8,183.2,72.0,143.6,7.6,8.2,38.6,53.0,32.2,47.4,34.2,48.0,17.8,15.0,132.2,192.4,8.6,9.2,42.6,1.4,5.4
2020R509,Greater Western Sydney,0.2964010311452886,Greater Western Sydney,Hawthorn,Hawthorn,2020-07-05,2020,R5,Sydney Showground,18:10:00,1,1,57.8,1.48,8,77.6,-19.8,-83.0,287.8,173.4,76.2,114.4,8.4,5.6,26.6,50.8,35.0,36.6,32.2,49.2,15.8,21.6,110.0,171.0,8.4,8.2,42.2,3.0,6.0
2020R509,Hawthorn,0.6971124436327091,Greater Western Sydney,Hawthorn,Greater Western Sydney,2020-07-05,2020,R5,Sydney Showground,18:10:00,0,0,74.2,0.08,16,66.0,8.2,12.2,296.0,178.0,66.8,118.0,11.2,5.2,32.8,51.4,35.4,44.6,26.0,48.2,15.4,18.6,119.6,169.8,9.0,8.2,47.6,2.6,8.0
2020R601,Geelong,0.3758599237117628,Geelong,Brisbane Lions,Brisbane Lions,2020-07-09,2020,R6,S.C.G.,19:40:00,1,1,78.8,1.6800000000000002,12,65.4,13.4,32.2,305.2,186.4,81.2,118.8,11.8,6.6,28.8,48.8,26.6,45.2,32.4,50.0,15.8,19.4,117.6,187.6,6.8,10.4,41.6,1.6,9.0
2020R601,Brisbane Lions,0.6168615527654516,Geelong,Brisbane Lions,Geelong,2020-07-09,2020,R6,S.C.G.,19:40:00,0,0,77.0,0.4800000000000001,16,59.4,17.6,39.4,287.4,184.8,71.0,102.6,10.6,11.6,32.2,56.6,27.8,49.4,31.6,41.0,16.4,16.6,126.8,152.8,11.4,11.2,46.6,1.8,6.8
2020R602,Hawthorn,0.3924821818408555,Collingwood,Collingwood,Collingwood,2020-07-10,2020,R6,Sydney Showground,19:50:00,0,0,63.0,0.04,12,69.2,-6.2,-13.0,278.2,163.8,59.8,114.4,9.4,4.8,31.6,51.8,29.6,40.6,26.4,49.2,15.6,21.4,109.0,162.8,6.8,7.6,45.8,2.8,6.6
2020R602,Collingwood,0.6001236343602228,Collingwood,Collingwood,Hawthorn,2020-07-10,2020,R6,Sydney Showground,19:50:00,1,1,63.0,0.44000000000000006,10,47.2,15.8,47.6,327.8,182.2,81.4,145.6,9.2,7.0,42.0,49.8,27.0,40.6,31.2,43.8,19.2,14.8,123.4,201.6,10.2,9.0,40.4,1.2,6.4
2020R603,Fremantle,0.3283974068773647,Fremantle,St Kilda,St Kilda,2020-07-11,2020,R6,Carrara,12:35:00,1,1,54.4,0.08,4,62.4,-8.0,-13.0,278.4,171.8,77.6,106.6,8.0,5.2,24.0,43.0,36.6,37.6,24.8,44.8,16.8,14.2,108.4,165.6,12.2,9.4,35.0,2.8,5.2
2020R603,St Kilda,0.6647494895175761,Fremantle,St Kilda,Fremantle,2020-07-11,2020,R6,Carrara,12:35:00,0,0,69.0,1.8399999999999999,12,61.6,7.4,5.8,308.8,184.8,82.0,124.0,10.4,5.8,31.6,52.2,29.8,38.4,27.4,45.0,18.2,17.0,116.0,188.0,10.0,11.4,38.6,3.2,7.0
2020R604,West Coast,0.8151885166441408,West Coast,West Coast,Adelaide,2020-07-11,2020,R6,Gabba,15:05:00,1,1,57.2,0.52,8,69.4,-12.2,-29.8,286.2,185.0,77.0,101.2,8.2,6.4,39.4,45.6,33.4,39.6,32.6,43.4,13.0,15.0,113.0,167.2,8.2,8.0,48.8,4.2,5.4
2020R604,Adelaide,0.1801999817750806,West Coast,West Coast,West Coast,2020-07-11,2020,R6,Gabba,15:05:00,0,0,43.0,0.2,0,80.6,-37.6,-108.0,258.6,151.4,57.2,107.2,6.2,4.0,29.0,50.4,38.2,34.6,25.2,47.2,17.6,18.2,108.0,144.2,7.0,4.6,35.6,2.4,4.2
2020R605,Melbourne,0.4892987893155548,Melbourne,Gold Coast,Gold Coast,2020-07-11,2020,R6,Sydney Showground,18:05:00,1,1,56.8,1.04,4,69.0,-12.2,-23.2,320.0,174.0,70.8,146.0,8.2,6.6,34.0,46.6,31.6,45.0,31.8,48.4,16.6,15.0,123.6,194.2,8.4,8.8,41.8,1.2,6.2
2020R605,Gold Coast,0.5029752880469809,Melbourne,Gold Coast,Melbourne,2020-07-11,2020,R6,Sydney Showground,18:05:00,0,0,63.4,1.44,12,58.2,5.2,14.2,297.8,183.4,72.2,114.4,9.6,4.6,32.8,53.8,34.2,42.8,32.0,55.4,16.4,18.0,121.4,172.8,9.4,6.8,39.4,3.0,6.4
2020R606,North Melbourne,0.5412573948830709,Essendon,North Melbourne,Essendon,2020-07-11,2020,R6,Carrara,19:40:00,0,0,57.6,3.6799999999999997,8,66.0,-8.4,-23.4,292.8,161.6,57.0,131.2,8.2,6.8,36.0,51.6,31.4,39.6,34.8,41.6,20.8,14.2,126.0,164.6,9.6,9.2,38.2,3.8,5.4
2020R606,Essendon,0.4510780820781744,Essendon,North Melbourne,North Melbourne,2020-07-11,2020,R6,Carrara,19:40:00,1,1,63.4,2.32,12,69.2,-5.8,-8.4,303.4,181.2,73.4,122.2,9.6,4.0,24.4,54.8,36.4,39.4,31.0,47.0,14.2,17.4,114.6,183.8,8.2,7.0,51.4,9.2,5.6
2020R607,Port Adelaide,0.806415253131198,Port Adelaide,Port Adelaide,Greater Western Sydney,2020-07-12,2020,R6,Carrara,13:05:00,1,1,78.6,0.12,16,46.2,32.4,97.4,312.6,194.6,78.6,118.0,11.2,8.6,32.2,56.6,28.6,51.4,34.2,44.0,15.2,14.0,123.8,184.8,9.4,10.8,49.0,1.6,7.0
2020R607,Greater Western Sydney,0.1888050333450299,Port Adelaide,Port Adelaide,Port Adelaide,2020-07-12,2020,R6,Carrara,13:05:00,0,0,69.4,1.48,12,64.6,4.8,2.0,284.2,171.8,78.8,112.4,10.4,4.8,27.4,49.6,32.6,33.8,31.0,45.6,18.4,20.0,110.0,169.0,9.6,9.4,37.8,2.2,6.8
2020R608,Sydney,0.4158589151525558,Richmond,Richmond,Richmond,2020-07-12,2020,R6,Gabba,15:35:00,0,0,60.0,2.96,8,70.8,-10.8,-27.4,291.2,171.8,68.2,119.4,8.6,7.4,29.2,55.2,32.8,39.6,31.2,43.2,17.2,17.0,115.0,166.6,8.4,9.0,35.8,1.6,5.8
2020R608,Richmond,0.5766134190900171,Richmond,Richmond,Sydney,2020-07-12,2020,R6,Gabba,15:35:00,1,1,65.2,1.04,10,66.6,-1.4,-7.8,300.6,166.4,69.8,134.2,9.6,5.8,23.0,47.4,29.6,42.6,26.6,50.2,17.6,18.2,117.6,181.6,9.4,9.8,40.2,3.4,7.0
2020R609,Carlton,0.579656032888225,Carlton,Carlton,Western Bulldogs,2020-07-12,2020,R6,Carrara,18:45:00,1,1,64.0,0.48,8,72.0,-8.0,-12.0,286.0,186.2,79.2,99.8,9.2,7.6,29.4,39.2,29.4,44.2,29.4,49.4,17.0,16.6,114.0,169.2,10.8,11.6,42.4,2.0,5.6
2020R609,Western Bulldogs,0.4128316670008002,Carlton,Carlton,Carlton,2020-07-12,2020,R6,Carrara,18:45:00,0,0,58.8,3.12,12,56.8,2.0,8.2,306.0,162.6,67.8,143.4,8.6,5.8,15.4,47.6,29.8,38.2,26.2,44.2,17.4,17.4,113.2,192.4,10.6,9.4,43.0,3.8,4.8
2020R701,Geelong,0.6182448288239778,Collingwood,Geelong,Collingwood,2020-07-16,2020,R7,Perth Stadium,18:10:00,0,1,78.8,1.72,16,53.6,25.2,52.8,313.6,189.8,79.6,123.8,11.8,6.2,27.6,56.0,29.8,44.6,33.2,49.2,16.8,19.6,122.8,189.0,6.0,10.8,43.2,1.0,8.4
2020R701,Collingwood,0.3744869727892689,Collingwood,Geelong,Geelong,2020-07-16,2020,R7,Perth Stadium,18:10:00,1,0,57.6,0.4800000000000001,10,45.8,11.8,40.8,324.2,178.0,74.4,146.2,8.2,6.2,38.4,48.8,29.4,41.6,29.6,42.2,19.2,15.4,123.6,197.4,9.2,7.4,43.4,1.4,5.6
2020R702,Western Bulldogs,0.5769619051493166,Western Bulldogs,Western Bulldogs,Essendon,2020-07-17,2020,R7,Carrara,19:50:00,1,0,62.2,3.12,12,60.2,2.0,18.4,310.8,163.6,62.8,147.2,9.0,6.4,18.0,50.0,29.0,44.4,28.2,40.2,19.0,16.0,117.2,191.6,10.4,10.4,37.4,4.6,5.6
2020R702,Essendon,0.4155121601959679,Western Bulldogs,Western Bulldogs,Western Bulldogs,2020-07-17,2020,R7,Carrara,19:50:00,0,1,64.6,2.48,16,56.6,8.0,14.8,303.4,174.8,65.0,128.6,9.6,5.4,27.2,59.0,34.2,39.8,30.2,49.2,14.6,18.0,116.6,179.0,8.0,7.6,51.6,6.4,5.8
2020R703,Greater Western Sydney,0.1922785367992519,Brisbane Lions,Brisbane Lions,Brisbane Lions,2020-07-18,2020,R7,Sydney Showground,13:45:00,0,1,57.6,1.48,8,62.6,-5.0,-14.2,298.0,172.8,80.6,125.2,8.2,5.8,25.0,50.0,34.8,32.6,29.4,48.8,15.8,20.2,116.0,178.0,9.8,8.2,39.0,2.8,5.4
2020R703,Brisbane Lions,0.802875184241905,Brisbane Lions,Brisbane Lions,Greater Western Sydney,2020-07-18,2020,R7,Sydney Showground,13:45:00,1,0,73.8,0.4800000000000001,16,56.0,17.8,36.6,276.6,177.8,66.4,98.8,10.0,11.4,35.0,59.0,26.6,48.6,31.4,37.8,18.4,16.6,124.4,143.8,11.4,11.6,46.4,1.6,6.6
2020R704,Gold Coast,0.6621745387643565,Gold Coast,Gold Coast,Sydney,2020-07-18,2020,R7,S.C.G.,16:35:00,1,0,70.2,2.16,12,59.0,11.2,41.2,294.8,182.4,75.4,112.4,10.6,6.0,30.0,56.8,30.8,43.6,31.2,56.4,17.0,17.6,118.4,174.6,9.4,6.8,39.8,3.2,6.8
2020R704,Sydney,0.330945926257008,Gold Coast,Gold Coast,Gold Coast,2020-07-18,2020,R7,S.C.G.,16:35:00,0,1,50.4,3.0,4,63.4,-13.0,-34.4,289.0,167.6,68.2,121.4,7.0,7.4,23.4,53.8,35.8,38.4,26.2,43.0,17.0,17.0,109.4,168.6,8.2,8.4,34.8,1.8,4.8
2020R705,North Melbourne,0.3851181827033335,Richmond,Richmond,Richmond,2020-07-18,2020,R7,Carrara,19:40:00,0,0,57.0,3.8,4,68.6,-11.6,-29.4,293.8,167.4,58.0,126.4,8.0,7.2,36.8,52.0,32.0,40.2,35.0,43.0,20.8,14.4,125.2,163.2,9.4,7.4,39.8,3.6,4.2
