gameId,team,year,round,playerId,playerName,gameNumber,Disposals,Kicks,Marks,Handballs,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50s,Clearances,Clangers,Frees,Frees Against,Brownlow Votes,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists,% Played,Subs
2021R2304,West Coast,2021,R23,2018874605,"Waterman, Jake",53,12,9,4,3,1,0,0,0,1,2,0,2,1,1,0,6,7,1,1,2,0,0,77,-
2021R2304,West Coast,2021,R23,2021872717,"West, Connor",5,10,4,2,6,0,1,0,2,0,1,1,3,0,2,0,6,4,1,1,2,0,1,79,-
2021R2304,West Coast,2021,R23,2017878846,"Witherden, Alex",68,24,20,5,4,0,0,0,4,9,0,0,4,1,2,0,4,11,0,0,0,2,0,76,-
2021R2304,West Coast,2021,R23,2012897871,"Yeo, Elliot",177,30,18,1,12,0,2,0,6,2,6,5,4,1,1,1,17,12,1,0,3,0,0,76,-
2021R2301,Western Bulldogs,2021,R23,2014665253,"Bontempelli, Marcus",167,15,11,3,4,1,0,4,5,2,4,4,5,1,1,0,7,9,0,0,3,0,1,82,-
2021R2301,Western Bulldogs,2021,R23,2015679832,"Cordy, Zaine",102,6,4,0,2,0,0,0,3,3,0,0,0,1,0,0,2,3,0,0,8,0,0,100,-
2021R2301,Western Bulldogs,2021,R23,2015684036,"Dale, Bailey",81,25,21,3,4,0,0,0,1,7,0,0,3,0,2,0,3,15,0,0,3,0,1,85,-
2021R2301,Western Bulldogs,2021,R23,2015685477,"Daniel, Caleb",130,24,19,3,5,0,0,0,1,8,0,0,0,0,0,0,6,12,0,0,1,4,1,77,-
2021R2301,Western Bulldogs,2021,R23,2016686128,"Dunkley, Josh",89,17,7,3,10,1,0,0,4,2,1,4,2,0,1,0,7,10,0,0,2,1,0,68,-
2021R2301,Western Bulldogs,2021,R23,2013682780,"Duryea, Taylor",156,15,12,3,3,0,0,0,2,2,1,1,3,3,1,0,7,9,0,0,5,0,0,75,-
2021R2301,Western Bulldogs,2021,R23,2017691632,"English, Tim",65,9,7,6,2,2,0,1,0,1,1,0,4,0,2,0,3,7,1,1,3,1,0,84,-
2021R2301,Western Bulldogs,2021,R23,2017729930,"Hannan, Mitch",63,11,6,5,5,0,0,0,5,0,3,0,1,1,0,0,5,6,1,0,0,1,0,76,-
2021R2301,Western Bulldogs,2021,R23,2013723481,"Hunter, Lachie",159,22,17,10,5,1,2,0,3,1,4,1,4,0,1,0,2,21,0,2,5,0,2,85,-
2021R2301,Western Bulldogs,2021,R23,2012749203,"Johannisen, Jason",164,6,5,3,1,1,0,0,1,0,2,0,0,0,0,0,2,4,0,0,0,1,0,80,-
2021R2301,Western Bulldogs,2021,R23,2017759851,"Keath, Alex",68,8,3,3,5,0,0,0,1,1,0,0,0,0,0,0,6,2,1,0,6,0,0,100,-
2021R2301,Western Bulldogs,2021,R23,2011766698,"Liberatore, Tom",169,17,7,1,10,0,0,0,5,0,2,4,3,3,1,0,10,6,0,0,3,0,0,80,-
2021R2301,Western Bulldogs,2021,R23,2013773561,"Macrae, Jack",181,29,16,8,13,0,0,0,6,1,4,4,4,0,1,0,8,21,0,0,0,0,1,81,-
2021R2301,Western Bulldogs,2021,R23,2018781136,"Naughton, Aaron",74,8,5,5,3,1,0,0,1,0,1,0,3,0,1,0,4,5,2,1,2,0,0,90,-
2021R2301,Western Bulldogs,2021,R23,2016839938,"Schache, Josh",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2021R2301,Western Bulldogs,2021,R23,2019836618,"Smith, Bailey",63,25,14,3,11,0,0,0,4,1,7,2,6,2,2,0,9,16,0,0,0,0,0,82,-
2021R2301,Western Bulldogs,2021,R23,2015835077,"Smith, Roarke",33,13,7,5,6,0,0,0,5,1,0,1,2,1,2,0,5,8,2,0,2,0,0,81,-
2021R2301,Western Bulldogs,2021,R23,2012841186,"Treloar, Adam",186,20,10,5,10,1,0,0,1,1,3,4,3,0,0,0,12,10,1,1,3,0,0,72,-
2021R2301,Western Bulldogs,2021,R23,2020867730,"Vandermeer, Laitham",19,14,8,6,6,1,0,0,2,0,2,0,2,1,0,0,4,10,0,0,1,0,0,79,-
2021R2301,Western Bulldogs,2021,R23,2020874392,"Weightman, Cody",16,10,6,2,4,1,1,0,0,0,2,0,2,1,1,0,7,3,1,1,1,0,2,83,-
2021R2301,Western Bulldogs,2021,R23,2016873012,"Williams, Bailey",78,13,8,5,5,0,0,0,2,5,1,1,1,0,1,0,5,9,0,0,4,0,0,80,-
2021R2301,Western Bulldogs,2021,R23,2009879614,"Wood, Easton",184,13,6,5,7,0,0,0,0,2,1,0,6,0,4,0,8,5,1,0,1,0,0,84,-
2021R2301,Western Bulldogs,2021,R23,2017899644,"Young, Lewis",22,14,4,4,10,0,0,13,2,2,4,2,3,1,2,0,9,5,2,0,1,0,0,77,-
