team,year,round,gameid,gameid-b,gameid-c,gameid_seq
Richmond,2016,R22,2016R2203,R2203,R2203,20162203
Richmond,2016,R21,2016R2108,R2108,R2108,20162108
Richmond,2016,R20,2016R2001,R2001,R2001,20162001
Richmond,2016,R19,2016R1902,R1902,R1902,20161902
Richmond,2016,R18,2016R1808,R1808,R1808,20161808
Richmond,2016,R17,2016R1703,R1703,R1703,20161703
Richmond,2016,R16,2016R1605,R1605,R1605,20161605
Richmond,2016,R15,2016R1502,R1502,R1502,20161502
Richmond,2016,R14,2016R1403,R1403,R1403,20161403
Richmond,2016,R12,2016R1207,R1207,R1207,20161207
Richmond,2016,R11,2016R1101,R1101,R1101,20161101
Richmond,2016,R10,2016R1005,R1005,R1005,20161005
Richmond,2016,R9,2016R906,R906,R0906,20160906
Richmond,2016,R8,2016R806,R806,R0806,20160806
Richmond,2016,R7,2016R701,R701,R0701,20160701
Richmond,2016,R6,2016R606,R606,R0606,20160606
Richmond,2016,R5,2016R508,R508,R0508,20160508
Richmond,2016,R4,2016R401,R401,R0401,20160401
Richmond,2016,R3,2016R303,R303,R0303,20160303
Richmond,2016,R2,2016R201,R201,R0201,20160201
Richmond,2016,R1,2016R101,R101,R0101,20160101
Richmond,2015,EF,2015EF02,EF02,R2602,20152602
Richmond,2015,R23,2015R2301,R2301,R2301,20152301
Richmond,2015,R22,2015R2205,R2205,R2205,20152205
Richmond,2015,R21,2015R2102,R2102,R2102,20152102
Richmond,2015,R20,2015R2007,R2007,R2007,20152007
Richmond,2015,R19,2015R1901,R1901,R1901,20151901
Richmond,2015,R18,2015R1801,R1801,R1801,20151801
Richmond,2015,R17,2015R1704,R1704,R1704,20151704
Richmond,2015,R16,2015R1609,R1609,R1609,20151609
Richmond,2015,R15,2015R1502,R1502,R1502,20151502
Richmond,2015,R14,2015R1403,R1403,R1403,20151403
Richmond,2015,R13,2015R1302,R1302,R1302,20151302
Richmond,2015,R12,2015R1202,R1202,R1202,20151202
Richmond,2015,R10,2015R1001,R1001,R1001,20151001
Richmond,2015,R9,2015R905,R905,R0905,20150905
Richmond,2015,R8,2015R809,R809,R0809,20150809
Richmond,2015,R7,2015R708,R708,R0708,20150708
Richmond,2015,R6,2015R602,R602,R0602,20150602
Richmond,2015,R5,2015R502,R502,R0502,20150502
Richmond,2015,R4,2015R401,R401,R0401,20150401
Richmond,2015,R3,2015R306,R306,R0306,20150306
Richmond,2015,R2,2015R202,R202,R0202,20150202
Richmond,2015,R1,2015R101,R101,R0101,20150101
Richmond,2014,EF,2014EF02,EF02,R2602,20142602
Richmond,2014,R23,2014R2304,R2304,R2304,20142304
Richmond,2014,R22,2014R2209,R2209,R2209,20142209
Richmond,2014,R21,2014R2105,R2105,R2105,20142105
Richmond,2014,R20,2014R2001,R2001,R2001,20142001
Richmond,2014,R19,2014R1904,R1904,R1904,20141904
Richmond,2014,R18,2014R1806,R1806,R1806,20141806
Richmond,2014,R17,2014R1707,R1707,R1707,20141707
Richmond,2014,R16,2014R1602,R1602,R1602,20141602
Richmond,2014,R15,2014R1503,R1503,R1503,20141503
Richmond,2014,R14,2014R1401,R1401,R1401,20141401
Richmond,2014,R13,2014R1302,R1302,R1302,20141302
Richmond,2014,R12,2014R1208,R1208,R1208,20141208
Richmond,2014,R11,2014R1105,R1105,R1105,20141105
Richmond,2014,R10,2014R1002,R1002,R1002,20141002
Richmond,2014,R9,2014R903,R903,R0903,20140903
Richmond,2014,R7,2014R708,R708,R0708,20140708
Richmond,2014,R6,2014R608,R608,R0608,20140608
Richmond,2014,R5,2014R501,R501,R0501,20140501
Richmond,2014,R4,2014R401,R401,R0401,20140401
Richmond,2014,R3,2014R302,R302,R0302,20140302
Richmond,2014,R2,2014R201,R201,R0201,20140201
Richmond,2014,R1,2014R103,R103,R0103,20140103
Richmond,2013,EF,2013EF02,EF02,R2602,20132602
Richmond,2013,R23,2013R2305,R2305,R2305,20132305
Richmond,2013,R22,2013R2208,R2208,R2208,20132208
Richmond,2013,R21,2013R2102,R2102,R2102,20132102
Richmond,2013,R20,2013R2002,R2002,R2002,20132002
Richmond,2013,R19,2013R1903,R1903,R1903,20131903
Richmond,2013,R18,2013R1809,R1809,R1809,20131809
Richmond,2013,R17,2013R1707,R1707,R1707,20131707
Richmond,2013,R16,2013R1604,R1604,R1604,20131604
Richmond,2013,R15,2013R1503,R1503,R1503,20131503
Richmond,2013,R14,2013R1409,R1409,R1409,20131409
Richmond,2013,R13,2013R1304,R1304,R1304,20131304
Richmond,2013,R12,2013R1202,R1202,R1202,20131202
Richmond,2013,R10,2013R1009,R1009,R1009,20131009
Richmond,2013,R9,2013R906,R906,R0906,20130906
Richmond,2013,R8,2013R808,R808,R0808,20130808
Richmond,2013,R7,2013R702,R702,R0702,20130702
Richmond,2013,R6,2013R606,R606,R0606,20130606
Richmond,2013,R5,2013R503,R503,R0503,20130503
Richmond,2013,R4,2013R403,R403,R0403,20130403
Richmond,2013,R3,2013R307,R307,R0307,20130307
Richmond,2013,R2,2013R201,R201,R0201,20130201
Richmond,2013,R1,2013R103,R103,R0103,20130103
Richmond,2012,R23,2012R2308,R2308,R2308,20122308
Richmond,2012,R22,2012R2201,R2201,R2201,20122201
Richmond,2012,R21,2012R2104,R2104,R2104,20122104
Richmond,2012,R20,2012R2008,R2008,R2008,20122008
Richmond,2012,R19,2012R1906,R1906,R1906,20121906
Richmond,2012,R18,2012R1805,R1805,R1805,20121805
Richmond,2012,R17,2012R1708,R1708,R1708,20121708
Richmond,2012,R16,2012R1604,R1604,R1604,20121604
Richmond,2012,R15,2012R1503,R1503,R1503,20121503
Richmond,2012,R14,2012R1403,R1403,R1403,20121403
Richmond,2012,R12,2012R1203,R1203,R1203,20121203
Richmond,2012,R11,2012R1102,R1102,R1102,20121102
Richmond,2012,R10,2012R1001,R1001,R1001,20121001
Richmond,2012,R9,2012R902,R902,R0902,20120902
Richmond,2012,R8,2012R806,R806,R0806,20120806
Richmond,2012,R7,2012R704,R704,R0704,20120704
Richmond,2012,R6,2012R608,R608,R0608,20120608
Richmond,2012,R5,2012R508,R508,R0508,20120508
Richmond,2012,R4,2012R407,R407,R0407,20120407
Richmond,2012,R3,2012R302,R302,R0302,20120302
Richmond,2012,R2,2012R206,R206,R0206,20120206
Richmond,2012,R1,2012R102,R102,R0102,20120102
St Kilda,2021,R23,2021R2307,R2307,R2307,20212307
St Kilda,2021,R22,2021R2204,R2204,R2204,20212204
St Kilda,2021,R21,2021R2105,R2105,R2105,20212105
St Kilda,2021,R20,2021R2001,R2001,R2001,20212001
St Kilda,2021,R19,2021R1904,R1904,R1904,20211904
St Kilda,2021,R18,2021R1803,R1803,R1803,20211803
St Kilda,2021,R17,2021R1705,R1705,R1705,20211705
St Kilda,2021,R16,2021R1608,R1608,R1608,20211608
St Kilda,2021,R15,2021R1502,R1502,R1502,20211502
St Kilda,2021,R13,2021R1304,R1304,R1304,20211304
St Kilda,2021,R12,2021R1202,R1202,R1202,20211202
St Kilda,2021,R11,2021R1104,R1104,R1104,20211104
St Kilda,2021,R10,2021R1005,R1005,R1005,20211005
St Kilda,2021,R9,2021R901,R901,R0901,20210901
St Kilda,2021,R8,2021R802,R802,R0802,20210802
St Kilda,2021,R7,2021R704,R704,R0704,20210704
St Kilda,2021,R6,2021R609,R609,R0609,20210609
St Kilda,2021,R5,2021R501,R501,R0501,20210501
St Kilda,2021,R4,2021R404,R404,R0404,20210404
St Kilda,2021,R3,2021R305,R305,R0305,20210305
St Kilda,2021,R2,2021R205,R205,R0205,20210205
St Kilda,2021,R1,2021R108,R108,R0108,20210108
St Kilda,2020,EF,2020EF01,EF01,R2601,20202601
St Kilda,2020,SF,2020SF01,SF01,R2501,20202501
St Kilda,2020,R18,2020R1802,R1802,R1802,20201802
St Kilda,2020,R17,2020R1701,R1701,R1701,20201701
St Kilda,2020,R16,2020R1602,R1602,R1602,20201602
St Kilda,2020,R14,2020R1406,R1406,R1406,20201406
St Kilda,2020,R13,2020R1307,R1307,R1307,20201307
St Kilda,2020,R12,2020R1207,R1207,R1207,20201207
St Kilda,2020,R11,2020R1105,R1105,R1105,20201105
St Kilda,2020,R10,2020R1006,R1006,R1006,20201006
St Kilda,2020,R9,2020R906,R906,R0906,20200906
St Kilda,2020,R8,2020R805,R805,R0805,20200805
St Kilda,2020,R7,2020R709,R709,R0709,20200709
St Kilda,2020,R6,2020R603,R603,R0603,20200603
St Kilda,2020,R5,2020R501,R501,R0501,20200501
St Kilda,2020,R4,2020R404,R404,R0404,20200404
St Kilda,2020,R3,2020R304,R304,R0304,20200304
St Kilda,2020,R2,2020R209,R209,R0209,20200209
St Kilda,2020,R1,2020R107,R107,R0107,20200107
St Kilda,2019,R23,2019R2302,R2302,R2302,20192302
St Kilda,2019,R22,2019R2202,R2202,R2202,20192202
St Kilda,2019,R21,2019R2107,R2107,R2107,20192107
St Kilda,2019,R20,2019R2006,R2006,R2006,20192006
St Kilda,2019,R19,2019R1905,R1905,R1905,20191905
St Kilda,2019,R18,2019R1809,R1809,R1809,20191809
St Kilda,2019,R17,2019R1706,R1706,R1706,20191706
St Kilda,2019,R16,2019R1608,R1608,R1608,20191608
St Kilda,2019,R15,2019R1507,R1507,R1507,20191507
St Kilda,2019,R14,2019R1404,R1404,R1404,20191404
St Kilda,2019,R13,2019R1303,R1303,R1303,20191303
St Kilda,2019,R11,2019R1107,R1107,R1107,20191107
St Kilda,2019,R10,2019R1008,R1008,R1008,20191008
St Kilda,2019,R9,2019R902,R902,R0902,20190902
St Kilda,2019,R8,2019R805,R805,R0805,20190805
St Kilda,2019,R7,2019R703,R703,R0703,20190703
St Kilda,2019,R6,2019R605,R605,R0605,20190605
St Kilda,2019,R5,2019R505,R505,R0505,20190505
St Kilda,2019,R4,2019R409,R409,R0409,20190409
St Kilda,2019,R3,2019R309,R309,R0309,20190309
St Kilda,2019,R2,2019R203,R203,R0203,20190203
St Kilda,2019,R1,2019R107,R107,R0107,20190107
St Kilda,2018,R23,2018R2309,R2309,R2309,20182309
St Kilda,2018,R22,2018R2205,R2205,R2205,20182205
St Kilda,2018,R21,2018R2101,R2101,R2101,20182101
St Kilda,2018,R20,2018R2006,R2006,R2006,20182006
St Kilda,2018,R19,2018R1904,R1904,R1904,20181904
St Kilda,2018,R18,2018R1801,R1801,R1801,20181801
St Kilda,2018,R17,2018R1702,R1702,R1702,20181702
St Kilda,2018,R16,2018R1604,R1604,R1604,20181604
St Kilda,2018,R15,2018R1507,R1507,R1507,20181507
St Kilda,2018,R13,2018R1304,R1304,R1304,20181304
St Kilda,2018,R12,2018R1204,R1204,R1204,20181204
St Kilda,2018,R11,2018R1106,R1106,R1106,20181106
St Kilda,2018,R10,2018R1002,R1002,R1002,20181002
St Kilda,2018,R9,2018R905,R905,R0905,20180905
St Kilda,2018,R8,2018R807,R807,R0807,20180807
St Kilda,2018,R7,2018R708,R708,R0708,20180708
St Kilda,2018,R6,2018R605,R605,R0605,20180605
St Kilda,2018,R5,2018R502,R502,R0502,20180502
St Kilda,2018,R4,2018R409,R409,R0409,20180409
St Kilda,2018,R3,2018R305,R305,R0305,20180305
St Kilda,2018,R2,2018R202,R202,R0202,20180202
St Kilda,2018,R1,2018R103,R103,R0103,20180103
St Kilda,2017,R23,2017R2308,R2308,R2308,20172308
St Kilda,2017,R22,2017R2208,R2208,R2208,20172208
St Kilda,2017,R21,2017R2107,R2107,R2107,20172107
St Kilda,2017,R20,2017R2007,R2007,R2007,20172007
St Kilda,2017,R19,2017R1904,R1904,R1904,20171904
St Kilda,2017,R18,2017R1805,R1805,R1805,20171805
St Kilda,2017,R17,2017R1701,R1701,R1701,20171701
St Kilda,2017,R16,2017R1606,R1606,R1606,20171606
St Kilda,2017,R15,2017R1509,R1509,R1509,20171509
St Kilda,2017,R14,2017R1409,R1409,R1409,20171409
St Kilda,2017,R13,2017R1302,R1302,R1302,20171302
St Kilda,2017,R12,2017R1202,R1202,R1202,20171202
St Kilda,2017,R10,2017R1003,R1003,R1003,20171003
St Kilda,2017,R9,2017R902,R902,R0902,20170902
St Kilda,2017,R8,2017R803,R803,R0803,20170803
St Kilda,2017,R7,2017R701,R701,R0701,20170701
St Kilda,2017,R6,2017R602,R602,R0602,20170602
St Kilda,2017,R5,2017R506,R506,R0506,20170506
St Kilda,2017,R4,2017R407,R407,R0407,20170407
St Kilda,2017,R3,2017R307,R307,R0307,20170307
St Kilda,2017,R2,2017R206,R206,R0206,20170206
St Kilda,2017,R1,2017R103,R103,R0103,20170103
St Kilda,2016,R23,2016R2307,R2307,R2307,20162307
St Kilda,2016,R22,2016R2203,R2203,R2203,20162203
St Kilda,2016,R21,2016R2105,R2105,R2105,20162105
St Kilda,2016,R20,2016R2007,R2007,R2007,20162007
St Kilda,2016,R19,2016R1905,R1905,R1905,20161905
St Kilda,2016,R18,2016R1806,R1806,R1806,20161806
St Kilda,2016,R17,2016R1708,R1708,R1708,20161708
St Kilda,2016,R16,2016R1609,R1609,R1609,20161609
St Kilda,2016,R15,2016R1503,R1503,R1503,20161503
St Kilda,2016,R14,2016R1405,R1405,R1405,20161405
St Kilda,2016,R12,2016R1206,R1206,R1206,20161206
St Kilda,2016,R11,2016R1109,R1109,R1109,20161109
St Kilda,2016,R10,2016R1004,R1004,R1004,20161004
St Kilda,2016,R9,2016R909,R909,R0909,20160909
St Kilda,2016,R8,2016R809,R809,R0809,20160809
St Kilda,2016,R7,2016R708,R708,R0708,20160708
St Kilda,2016,R6,2016R602,R602,R0602,20160602
St Kilda,2016,R5,2016R506,R506,R0506,20160506
St Kilda,2016,R4,2016R403,R403,R0403,20160403
St Kilda,2016,R3,2016R302,R302,R0302,20160302
St Kilda,2016,R2,2016R205,R205,R0205,20160205
St Kilda,2016,R1,2016R107,R107,R0107,20160107
St Kilda,2015,R23,2015R2307,R2307,R2307,20152307
St Kilda,2015,R22,2015R2208,R2208,R2208,20152208
St Kilda,2015,R21,2015R2105,R2105,R2105,20152105
St Kilda,2015,R20,2015R2003,R2003,R2003,20152003
St Kilda,2015,R19,2015R1909,R1909,R1909,20151909
St Kilda,2015,R18,2015R1807,R1807,R1807,20151807
St Kilda,2015,R17,2015R1708,R1708,R1708,20151708
St Kilda,2015,R16,2015R1609,R1609,R1609,20151609
St Kilda,2015,R15,2015R1507,R1507,R1507,20151507
St Kilda,2015,R14,2015R1407,R1407,R1407,20151407
St Kilda,2015,R13,2015R1305,R1305,R1305,20151305
St Kilda,2015,R11,2015R1106,R1106,R1106,20151106
St Kilda,2015,R10,2015R1008,R1008,R1008,20151008
St Kilda,2015,R9,2015R907,R907,R0907,20150907
St Kilda,2015,R8,2015R802,R802,R0802,20150802
St Kilda,2015,R7,2015R702,R702,R0702,20150702
St Kilda,2015,R6,2015R603,R603,R0603,20150603
St Kilda,2015,R5,2015R508,R508,R0508,20150508
St Kilda,2015,R4,2015R402,R402,R0402,20150402
St Kilda,2015,R3,2015R301,R301,R0301,20150301
St Kilda,2015,R2,2015R205,R205,R0205,20150205
St Kilda,2015,R1,2015R106,R106,R0106,20150106
St Kilda,2014,R23,2014R2308,R2308,R2308,20142308
St Kilda,2014,R22,2014R2209,R2209,R2209,20142209
St Kilda,2014,R21,2014R2102,R2102,R2102,20142102
St Kilda,2014,R20,2014R2008,R2008,R2008,20142008
St Kilda,2014,R19,2014R1906,R1906,R1906,20141906
St Kilda,2014,R18,2014R1802,R1802,R1802,20141802
St Kilda,2014,R17,2014R1703,R1703,R1703,20141703
St Kilda,2014,R16,2014R1607,R1607,R1607,20141607
St Kilda,2014,R15,2014R1503,R1503,R1503,20141503
St Kilda,2014,R14,2014R1408,R1408,R1408,20141408
St Kilda,2014,R13,2014R1307,R1307,R1307,20141307
St Kilda,2014,R12,2014R1203,R1203,R1203,20141203
St Kilda,2014,R11,2014R1102,R1102,R1102,20141102
St Kilda,2014,R9,2014R906,R906,R0906,20140906
St Kilda,2014,R8,2014R806,R806,R0806,20140806
St Kilda,2014,R7,2014R702,R702,R0702,20140702
St Kilda,2014,R6,2014R602,R602,R0602,20140602
St Kilda,2014,R5,2014R505,R505,R0505,20140505
St Kilda,2014,R4,2014R408,R408,R0408,20140408
St Kilda,2014,R3,2014R305,R305,R0305,20140305
St Kilda,2014,R2,2014R203,R203,R0203,20140203
St Kilda,2014,R1,2014R108,R108,R0108,20140108
St Kilda,2013,R23,2013R2302,R2302,R2302,20132302
St Kilda,2013,R22,2013R2207,R2207,R2207,20132207
St Kilda,2013,R21,2013R2108,R2108,R2108,20132108
St Kilda,2013,R20,2013R2001,R2001,R2001,20132001
St Kilda,2013,R19,2013R1906,R1906,R1906,20131906
St Kilda,2013,R18,2013R1806,R1806,R1806,20131806
St Kilda,2013,R17,2013R1706,R1706,R1706,20131706
St Kilda,2013,R16,2013R1605,R1605,R1605,20131605
St Kilda,2013,R15,2013R1508,R1508,R1508,20131508
St Kilda,2013,R14,2013R1409,R1409,R1409,20131409
St Kilda,2013,R13,2013R1303,R1303,R1303,20131303
St Kilda,2013,R11,2013R1105,R1105,R1105,20131105
St Kilda,2013,R10,2013R1008,R1008,R1008,20131008
St Kilda,2013,R9,2013R904,R904,R0904,20130904
St Kilda,2013,R8,2013R809,R809,R0809,20130809
St Kilda,2013,R7,2013R709,R709,R0709,20130709
St Kilda,2013,R6,2013R601,R601,R0601,20130601
St Kilda,2013,R5,2013R502,R502,R0502,20130502
St Kilda,2013,R4,2013R404,R404,R0404,20130404
St Kilda,2013,R3,2013R304,R304,R0304,20130304
St Kilda,2013,R2,2013R201,R201,R0201,20130201
St Kilda,2013,R1,2013R106,R106,R0106,20130106
St Kilda,2012,R23,2012R2307,R2307,R2307,20122307
St Kilda,2012,R22,2012R2202,R2202,R2202,20122202
St Kilda,2012,R21,2012R2101,R2101,R2101,20122101
St Kilda,2012,R20,2012R2002,R2002,R2002,20122002
St Kilda,2012,R19,2012R1905,R1905,R1905,20121905
St Kilda,2012,R18,2012R1808,R1808,R1808,20121808
St Kilda,2012,R17,2012R1707,R1707,R1707,20121707
St Kilda,2012,R16,2012R1606,R1606,R1606,20121606
St Kilda,2012,R15,2012R1506,R1506,R1506,20121506
St Kilda,2012,R14,2012R1409,R1409,R1409,20121409
St Kilda,2012,R12,2012R1202,R1202,R1202,20121202
St Kilda,2012,R11,2012R1103,R1103,R1103,20121103
St Kilda,2012,R10,2012R1001,R1001,R1001,20121001
St Kilda,2012,R9,2012R904,R904,R0904,20120904
St Kilda,2012,R8,2012R809,R809,R0809,20120809
St Kilda,2012,R7,2012R709,R709,R0709,20120709
St Kilda,2012,R6,2012R606,R606,R0606,20120606
St Kilda,2012,R5,2012R505,R505,R0505,20120505
St Kilda,2012,R4,2012R401,R401,R0401,20120401
St Kilda,2012,R3,2012R306,R306,R0306,20120306
St Kilda,2012,R2,2012R208,R208,R0208,20120208
St Kilda,2012,R1,2012R109,R109,R0109,20120109
Sydney,2021,EF,2021EF01,EF01,R2601,20212601
Sydney,2021,R23,2021R2303,R2303,R2303,20212303
Sydney,2021,R22,2021R2206,R2206,R2206,20212206
Sydney,2021,R21,2021R2105,R2105,R2105,20212105
Sydney,2021,R20,2021R2007,R2007,R2007,20212007
Sydney,2021,R19,2021R1907,R1907,R1907,20211907
Sydney,2021,R18,2021R1809,R1809,R1809,20211809
Sydney,2021,R17,2021R1707,R1707,R1707,20211707
Sydney,2021,R16,2021R1607,R1607,R1607,20211607
Sydney,2021,R15,2021R1505,R1505,R1505,20211505
Sydney,2021,R13,2021R1302,R1302,R1302,20211302
Sydney,2021,R12,2021R1202,R1202,R1202,20211202
Sydney,2021,R11,2021R1108,R1108,R1108,20211108
Sydney,2021,R10,2021R1006,R1006,R1006,20211006
Sydney,2021,R9,2021R902,R902,R0902,20210902
Sydney,2021,R8,2021R805,R805,R0805,20210805
Sydney,2021,R7,2021R705,R705,R0705,20210705
Sydney,2021,R6,2021R603,R603,R0603,20210603
Sydney,2021,R5,2021R504,R504,R0504,20210504
Sydney,2021,R4,2021R401,R401,R0401,20210401
Sydney,2021,R3,2021R304,R304,R0304,20210304
Sydney,2021,R2,2021R203,R203,R0203,20210203
Sydney,2021,R1,2021R106,R106,R0106,20210106
Sydney,2020,R18,2020R1807,R1807,R1807,20201807
Sydney,2020,R17,2020R1708,R1708,R1708,20201708
Sydney,2020,R16,2020R1607,R1607,R1607,20201607
Sydney,2020,R15,2020R1504,R1504,R1504,20201504
Sydney,2020,R14,2020R1404,R1404,R1404,20201404
Sydney,2020,R13,2020R1305,R1305,R1305,20201305
Sydney,2020,R12,2020R1201,R1201,R1201,20201201
Sydney,2020,R10,2020R1005,R1005,R1005,20201005
Sydney,2020,R9,2020R906,R906,R0906,20200906
Sydney,2020,R8,2020R804,R804,R0804,20200804
Sydney,2020,R7,2020R704,R704,R0704,20200704
Sydney,2020,R6,2020R608,R608,R0608,20200608
Sydney,2020,R5,2020R503,R503,R0503,20200503
Sydney,2020,R4,2020R401,R401,R0401,20200401
Sydney,2020,R3,2020R303,R303,R0303,20200303
Sydney,2020,R2,2020R208,R208,R0208,20200208
Sydney,2020,R1,2020R104,R104,R0104,20200104
Sydney,2019,R23,2019R2302,R2302,R2302,20192302
Sydney,2019,R22,2019R2201,R2201,R2201,20192201
Sydney,2019,R21,2019R2103,R2103,R2103,20192103
Sydney,2019,R20,2019R2003,R2003,R2003,20192003
Sydney,2019,R19,2019R1908,R1908,R1908,20191908
Sydney,2019,R18,2019R1806,R1806,R1806,20191806
Sydney,2019,R17,2019R1702,R1702,R1702,20191702
Sydney,2019,R16,2019R1602,R1602,R1602,20191602
Sydney,2019,R15,2019R1504,R1504,R1504,20191504
Sydney,2019,R14,2019R1402,R1402,R1402,20191402
Sydney,2019,R12,2019R1205,R1205,R1205,20191205
Sydney,2019,R11,2019R1104,R1104,R1104,20191104
Sydney,2019,R10,2019R1001,R1001,R1001,20191001
Sydney,2019,R9,2019R906,R906,R0906,20190906
Sydney,2019,R8,2019R801,R801,R0801,20190801
Sydney,2019,R7,2019R704,R704,R0704,20190704
Sydney,2019,R6,2019R606,R606,R0606,20190606
Sydney,2019,R5,2019R506,R506,R0506,20190506
Sydney,2019,R4,2019R401,R401,R0401,20190401
Sydney,2019,R3,2019R303,R303,R0303,20190303
Sydney,2019,R2,2019R202,R202,R0202,20190202
Sydney,2019,R1,2019R105,R105,R0105,20190105
Sydney,2018,EF,2018EF02,EF02,R2602,20182602
Sydney,2018,R23,2018R2306,R2306,R2306,20182306
Sydney,2018,R22,2018R2204,R2204,R2204,20182204
Sydney,2018,R21,2018R2108,R2108,R2108,20182108
Sydney,2018,R20,2018R2005,R2005,R2005,20182005
Sydney,2018,R19,2018R1901,R1901,R1901,20181901
Sydney,2018,R18,2018R1803,R1803,R1803,20181803
Sydney,2018,R17,2018R1708,R1708,R1708,20181708
Sydney,2018,R16,2018R1601,R1601,R1601,20181601
Sydney,2018,R15,2018R1501,R1501,R1501,20181501
Sydney,2018,R13,2018R1302,R1302,R1302,20181302
Sydney,2018,R12,2018R1204,R1204,R1204,20181204
Sydney,2018,R11,2018R1101,R1101,R1101,20181101
Sydney,2018,R10,2018R1003,R1003,R1003,20181003
Sydney,2018,R9,2018R906,R906,R0906,20180906
Sydney,2018,R8,2018R801,R801,R0801,20180801
Sydney,2018,R7,2018R705,R705,R0705,20180705
Sydney,2018,R6,2018R602,R602,R0602,20180602
Sydney,2018,R5,2018R501,R501,R0501,20180501
Sydney,2018,R4,2018R404,R404,R0404,20180404
Sydney,2018,R3,2018R306,R306,R0306,20180306
Sydney,2018,R2,2018R208,R208,R0208,20180208
Sydney,2018,R1,2018R109,R109,R0109,20180109
Sydney,2017,EF,2017EF01,EF01,R2601,20172601
Sydney,2017,SF,2017SF01,SF01,R2501,20172501
Sydney,2017,R23,2017R2304,R2304,R2304,20172304
Sydney,2017,R22,2017R2201,R2201,R2201,20172201
Sydney,2017,R21,2017R2102,R2102,R2102,20172102
Sydney,2017,R20,2017R2001,R2001,R2001,20172001
Sydney,2017,R19,2017R1901,R1901,R1901,20171901
Sydney,2017,R18,2017R1805,R1805,R1805,20171805
Sydney,2017,R17,2017R1705,R1705,R1705,20171705
Sydney,2017,R16,2017R1604,R1604,R1604,20171604
Sydney,2017,R15,2017R1501,R1501,R1501,20171501
Sydney,2017,R14,2017R1402,R1402,R1402,20171402
Sydney,2017,R13,2017R1303,R1303,R1303,20171303
Sydney,2017,R12,2017R1201,R1201,R1201,20171201
Sydney,2017,R10,2017R1002,R1002,R1002,20171002
Sydney,2017,R9,2017R902,R902,R0902,20170902
Sydney,2017,R8,2017R809,R809,R0809,20170809
Sydney,2017,R7,2017R707,R707,R0707,20170707
Sydney,2017,R6,2017R603,R603,R0603,20170603
Sydney,2017,R5,2017R504,R504,R0504,20170504
Sydney,2017,R4,2017R401,R401,R0401,20170401
Sydney,2017,R3,2017R301,R301,R0301,20170301
Sydney,2017,R2,2017R202,R202,R0202,20170202
Sydney,2017,R1,2017R104,R104,R0104,20170104
Sydney,2016,GF,2016GF01,GF01,R2801,20162801
Sydney,2016,PF,2016PF01,PF01,R2701,20162701
Sydney,2016,SF,2016SF02,SF02,R2502,20162502
Sydney,2016,QF,2016QF02,QF02,R2402,20162402
Sydney,2016,R23,2016R2304,R2304,R2304,20162304
Sydney,2016,R22,2016R2202,R2202,R2202,20162202
Sydney,2016,R21,2016R2105,R2105,R2105,20162105
Sydney,2016,R20,2016R2002,R2002,R2002,20162002
Sydney,2016,R19,2016R1908,R1908,R1908,20161908
Sydney,2016,R18,2016R1802,R1802,R1802,20161802
Sydney,2016,R17,2016R1701,R1701,R1701,20161701
Sydney,2016,R16,2016R1602,R1602,R1602,20161602
Sydney,2016,R15,2016R1504,R1504,R1504,20161504
Sydney,2016,R13,2016R1305,R1305,R1305,20161305
Sydney,2016,R12,2016R1208,R1208,R1208,20161208
Sydney,2016,R11,2016R1105,R1105,R1105,20161105
Sydney,2016,R10,2016R1001,R1001,R1001,20161001
Sydney,2016,R9,2016R901,R901,R0901,20160901
Sydney,2016,R8,2016R806,R806,R0806,20160806
Sydney,2016,R7,2016R704,R704,R0704,20160704
Sydney,2016,R6,2016R607,R607,R0607,20160607
Sydney,2016,R5,2016R502,R502,R0502,20160502
Sydney,2016,R4,2016R406,R406,R0406,20160406
Sydney,2016,R3,2016R304,R304,R0304,20160304
Sydney,2016,R2,2016R209,R209,R0209,20160209
Sydney,2016,R1,2016R105,R105,R0105,20160105
Sydney,2015,SF,2015SF02,SF02,R2502,20152502
Sydney,2015,QF,2015QF02,QF02,R2402,20152402
Sydney,2015,R23,2015R2306,R2306,R2306,20152306
Sydney,2015,R22,2015R2208,R2208,R2208,20152208
Sydney,2015,R21,2015R2103,R2103,R2103,20152103
Sydney,2015,R20,2015R2001,R2001,R2001,20152001
Sydney,2015,R19,2015R1905,R1905,R1905,20151905
Sydney,2015,R18,2015R1804,R1804,R1804,20151804
Sydney,2015,R17,2015R1709,R1709,R1709,20151709
Sydney,2015,R16,2015R1605,R1605,R1605,20151605
Sydney,2015,R15,2015R1509,R1509,R1509,20151509
Sydney,2015,R14,2015R1401,R1401,R1401,20151401
Sydney,2015,R13,2015R1302,R1302,R1302,20151302
Sydney,2015,R11,2015R1104,R1104,R1104,20151104
Sydney,2015,R10,2015R1003,R1003,R1003,20151003
Sydney,2015,R9,2015R901,R901,R0901,20150901
Sydney,2015,R8,2015R805,R805,R0805,20150805
Sydney,2015,R7,2015R705,R705,R0705,20150705
Sydney,2015,R6,2015R606,R606,R0606,20150606
Sydney,2015,R5,2015R503,R503,R0503,20150503
Sydney,2015,R4,2015R406,R406,R0406,20150406
Sydney,2015,R3,2015R304,R304,R0304,20150304
Sydney,2015,R2,2015R206,R206,R0206,20150206
